text,product,target,clean
I hear that Apple is opening a pop-up store downtown in the Scarborough building for SXSW and the iPad2. Cool. #SXSW #newapplestoreaustin,Apple,2,hear apple opening store downtown scarborough building sxsw ipad cool sxsw newapplestoreaustin
I love that Apple was smart enough to have a popup #SXSW store. Story (+ map!) {link} tip @mention,Apple,2,love apple smart enough popup sxsw store story link
"No, up that count to 48 as I pass charging station. #fools #sxsw @mention",,1,count pas charging station fool sxsw
Arriving at Google party at #SXSW. Small queue. 1986 here we come. Wittingly some of our group weren't born then. {link},,1,arriving google party sxsw small queue come wittingly group born link
80s band at google/ACLU 1986 party rocks  #SXSW  {link},Google,2,band google aclu party rock sxsw link
"Hoping that it will be easier to get an iPad 2 today, since 50% of the target audience is busy at #sxsw #awesometiming",iPad,2,hoping easier ipad today since target audience busy sxsw awesometiming
A free heat map app of 4sq check-ins at #SXSW see @mention Hot Spots @mention SXSW. Now on WP7 &amp; iPhone #wedig,,1,free heat check sxsw spot sxsw iphone wedig
Google heat map for global searches. #SXSW #Hotpot {link},,1,google heat global search sxsw hotpot link
"Oh, is that my excuse:? RT @mention RT @mention at #sxsw: &quot;apple comes up with cool technology ... because they don't go to conferences&quot;",Apple,2,excuse sxsw quot apple come cool technology conference quot
"Did... what my mom might call The Big at #SXSW. Power plant, CNN, Google, and offchain set by Trombone Shorty at PBS. So sad missed Rye Rey",,1,might call sxsw power plant google offchain trombone shorty missed
Wonder what percentage of #SXSW interactive participants have an iPhone. It's gotta be high,iPhone,2,wonder percentage sxsw interactive participant iphone gotta high
Hungover At SXSW? Use Zaarly To Get Your Gatorade And Advil {link} #BillLee #HTML #iPhone #SXSW,,1,hungover sxsw zaarly your gatorade advil link billlee html iphone sxsw
@mention at Team Android party. @mention @mention just walked in. DL Appolicious app &amp; enter to win free Nexus S! #androidsxsw #sxsw,Android,2,team android party walked appolicious enter free nexus androidsxsw sxsw
Geek out at the #sxsw interactive panels with this iPad Holler Gram app. Use your iPad to display messages to others. {link},iPad,2,geek sxsw interactive panel ipad holler gram ipad display message others link
"The line at the #sxsw Apple Popup Store was shorter than the line at the Starbucks across the street. So, I really had no choiceÛ_",,1,line sxsw apple popup store shorter line starbucks across street really choice
The line at the #sxsw pop-up Apple store is already around the block.  5 hrs b4 ipad2 goes on sale. {link},,1,line sxsw apple store already around block ipad go sale link
"The line at the apple store goes around the block. Oh, that's right, iPad 2! Also, #sxsw.",iPad,2,line apple store go around block right ipad also sxsw
The band at the Google party is the most entertaining band I have ever seen #sxsw,,2,band google party entertaining band ever seen sxsw
"Blackout at the hotel. In true #SXSW form, showering by the light of my iPad.",,1,blackout hotel true sxsw form showering light ipad
The line at the popup Apple Store is phenomenal. #sxsw #apple #ipad2  {link},Apple,2,line popup apple store phenomenal sxsw apple ipad link
"Standing at the top of the steps (right side coming out onto patio). Come and say, &quot;What's up, Android?&quot; #TeamAndroid #sxsw",,1,standing step right side coming onto patio come quot what android quot teamandroid sxsw
Wonder what they'll have up their sleeves RT @mention #Google Launch New #Social #Network Called #Circles {link} #sxsw,,1,wonder sleeve google launch social network called circle link sxsw
"VentureBeat: RT @mention On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention  {link}",Apple,2,venturebeat second business apple store appears trending sxsw link
thats great! RT @mention Official #SXSW IPhone/iPad/iOS meetup is almost all employers looking for developers. {link},,1,thats great official sxsw iphone ipad meetup almost employer looking developer link
÷¼ WHO? WHAT? WHERE? WHEN? WHY? ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,,1,what where when link edchat musedchat sxsw sxswi classical newtwitter
bout to watch the @mention live at #SXSW Apple Store for iPad 2 w/ @mention and @mention Living vicariously through all those that buy one.,iPad,2,bout watch live sxsw apple store ipad living vicariously
Another late start at #sxsw #sxswi damn you google and your rocking 80's party,Google,2,another late start sxsw sxswi damn google rocking party
The Spasmatics are rockin' it at the ACLU / Google party. #sxsw,Google,2,spasmatics rockin aclu google party sxsw
Why has latin America not produced the next @mention or @mention ? #Latism #latam #sxsw,,1,latin america produced next latism latam sxsw
"Great location choice, and nice timing for iPad2 launch: #Apple, #HP 'popping' in for #SXSW {link}",iPad,2,great location choice nice timing ipad launch apple popping sxsw link
Congratulation! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,2,congratulation gowalla win best andoid team android choice award thanks sxsw
@mention atleast you are at #sxsw. I'm not there AND I have no Ipad. #doubleloser,,1,atleast sxsw ipad doubleloser
"William Patry, google, says most authors dont care about copyright, they care about income. #sxsw but what models?",,1,william patry google say author dont care copyright care income sxsw model
No way!'Matt fricking Damon at Google party at Maggie mae's. #Sxsw @mention {link},,1,matt fricking damon google party maggie sxsw link
#iPhone battery doesn't last long under #sxsw usage,iPhone,0,iphone battery last long sxsw usage
"We're creatures of habit. Google found that CTRs for blue links far outpaced green. The darker the link, the more clicks it got. #sxsw",,1,creature habit google found ctrs blue link outpaced green darker link click sxsw
"No way! #atx #sxsw RT @mention Just found out the Apple pop-up store is scheduled to close on Sunday, let's hope it is only a rumor!",,1,atx sxsw just found apple store scheduled close sunday hope rumor
"#CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV &amp; computers: {link} by @mention  #SXSW #google",,1,cnn launch quot everywhere quot service mobile google computer link sxsw google
We just launched our iPad app at #SXSW! Get all the details + the first edition FREE: {link},,1,launched ipad sxsw detail first edition free link
We just launched SPIN's iPad app at #SXSW. Tons of #music #photos #videos and more! Whatcha think? {link},iPad or iPhone App,2,launched spin ipad sxsw ton music photo video whatcha think link
"HeyWire launches group chat with Facebook, Google and Twitter #sxsw {link}",,1,heywire launch group chat facebook google twitter sxsw link
#Google launching a &quot;major&quot; new social network at #sxsw,,1,google launching quot major quot social network sxsw
#Google launching a &quot;major&quot; new social network at #sxsw ... Wonder what that can be...,,1,google launching quot major quot social network sxsw wonder
"Ran the gauntlet to get a seat in ipad design talk, expect it'll be overflowing #sxsw",,1,gauntlet seat ipad design talk expect overflowing sxsw
"5th Ave, Austin #sxsw #ipad2 lines. {link}",,1,austin sxsw ipad line link
You #GDGTAustin attendees are havin FUN! Happy #SXSW! Stop by on your way out. Last chance to win an iPad 2!,,1,gdgtaustin attendee havin happy sxsw stop last chance ipad
"Going to Austin for #SXSW? The @mention Austin guide for #iPhone is free from Mar 9-15, {link} #lp",,1,going austin sxsw austin guide iphone free link
Austinjs autocorrects to Sisyphus on the iPhone. Just sayin'. #sxsw,iPhone,1,austinjs autocorrects sisyphus iphone just sayin sxsw
"I don't have a television, but still have a two-screen expierence: iPhone and iPad. #psych #SXSW",iPhone,2,television still screen expierence iphone ipad psych sxsw
&quot;I have my iPhone and @mention - Paul Reubens #sxsw,,1,quot iphone paul reuben sxsw
"The ppl have spoken &quot;great #SXSW session w/ Bing, Google and Danny Sullivan. Bring it back next year with a LARGER room!&quot;: #qagb #sxswi",Google,2,spoken quot great sxsw session bing google danny sullivan bring back next year larger room quot qagb sxswi
"Anyone leaving #sxsw with an iPhone/iPad and time to kill in airports or on flights, download Tiny Wings. You're welcome, and I'm sorry.",iPad or iPhone App,2,anyone leaving sxsw iphone ipad time kill airport flight download tiny wing welcome sorry
#Google Saving Drivers Time and Fuel {link} #seo #sem #googlemaps #mobile #topnews #sxsw,Other Google product or service,2,google saving driver time fuel link seo sem googlemaps mobile topnews sxsw
Matthew Davis/Designing for iPad- &quot;the web has been like a strip mall of content...&quot; #sxsw,iPad,2,matthew davis designing ipad quot like strip mall content quot sxsw
Think I saw @mention or a lookalike in line for iPad 2 @mention Apple pop-up shop at #SXSW. He's got an awesome (&amp; very profitable) YouTube channel,,1,think lookalike line ipad apple shop sxsw awesome profitable youtube channel
iPad giveaway for using @mention at #sxsw {link},iPad,2,ipad giveaway using sxsw link
"Stepping away from the computer, leaving my iPhone in the den.  #disconnectedSundays  #booya.  Have a good avro #SXSW",,1,stepping away computer leaving iphone disconnectedsundays booya have good avro sxsw
Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!,iPad,2,awesome ipad quibids custom case catch sxsw wearing openbeta badge
@mention awesome. I traded in #sxsw last year for the iPad 1.,iPad,2,awesome traded sxsw last year ipad
"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention",iPad or iPhone App,2,haha awesomely ipad link hollergram sxsw
"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention @mention",iPad or iPhone App,2,haha awesomely ipad link hollergram sxsw
Piece of awesomeness: Arduino + android = Flaming skulls  {link} @mention @mention #sxsw #smartthings,Android,2,piece awesomeness arduino android flaming skull link sxsw smartthings
#sxsw today = @mention &amp; his iphone game and @mention &amp; @mention More and more a celeb/brand destination. #marketing,,1,sxsw today iphone game more celeb brand destination marketing
"Dude, I may actually buy an iPad 2 tomorrow. Apple will have a temporary store in downtown Austin for #SXSW! {link}",iPad,2,dude actually ipad tomorrow apple temporary store downtown austin sxsw link
